Règne,Embranchement,Classe,Ordre,Famille,Genre,Espèce,Nom latin,name,Image_URL,Zone,Vulnerability
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide colobine,semnopithecus,entellus,semnopithecus entellus,entelle,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide colobine,trachypithecus,geei,trachypithecus geei,entelle dore,,,Vulnerable
animal,chorde vertebre,oiseau,accipitriforme,accipitride,accipiter,nisus,accipiter nisus,e,,,Near Threatened
animal,chorde vertebre,oiseau,passeriforme,sturnide,sturnus,vulgaris,sturnus vulgaris,etourneau sansonnet,,,Aucun résultat
animal,chorde vertebre,oiseau,galliforme,phasianide,phasianus,colchicus,phasianus colchicus,faisan de colchide,,,Least Concern
animal,chorde vertebre,oiseau,falconiforme,falconide,falco,tinnunculus,falco tinnunculus,faucon crecerelle,,,Endangered
animal,chorde vertebre,oiseau,passeriforme,sylviide,sylvia,atricapilla,sylvia atricapilla,fauvette a tete noire,,,Least Concern
animal,chorde vertebre,oiseau,suliforme,sulide,morus,bassanus,morus bassanus,fou de bassan,,,Least Concern
animal,chorde vertebre,oiseau,gruiforme,rallide,fulica,atra,fulica atra,foulque macroule,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,mustelide musteline,mustela,putorius furo,mustela putorius furo,furet,,,Endangered
animal,chorde vertebre,oiseau,gruiforme,rallide,gallinula,chloropus,gallinula chloropus,gallinule poule-d'eau,,,Near Threatened
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide bovine,bos,gaurus,bos gaurus,gaur,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,gazella,subgutturosa,gazella subgutturosa,gazelle a goitre,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,nanger,dama,nanger dama,gazelle dama,,,Endangered
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,gazella,cuvieri,gazella cuvieri,gazelle de cuvier,,,Endangered
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,nanger,granti,nanger granti,gazelle de grant,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,gazella,gazella,gazella gazella,gazelle de montagne,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,gazella,leptoceros,gazella leptoceros,gazelle de rhim,,,Endangered
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,nanger,soemmerringii,nanger soemmerringii,gazelle de sommering,,,Critically Endangered
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,gazella,spekei,gazella spekei,gazelle de speke,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,litocranius,walleri,litocranius walleri,gazelle de walle,,,Data Deficient
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,gazella,dorcas,gazella dorcas,gazelle dorcas,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide antilopine,gazella,bennettii,gazella bennettii,gazelle indienne,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,corvide,cyanocitta,cristata,cyanocitta cristata,geai bleu,,,Vulnerable
animal,chorde vertebre,oiseau,passeriforme,corvide,garrulus,glandarius,garrulus glandarius,geai des chenes,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide cercopithecine,theropithecus,gelada,theropithecus gelada,gelada,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,viverride viverrine,genetta,genetta,genetta genetta,genette commune,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,nomascus,leucogenys,nomascus leucogenys,gibbon a favoris blancs du nord,,,Endangered
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,nomascus,gabriellae,nomascus gabriellae,gibbon a joues jaunes,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,hylobates,agilis,hylobates agilis,gibbon agile,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,nomascus,hainanus,nomascus hainanus,gibbon de hainan,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,hoolock,hoolock,hoolock hoolock,gibbon hoolock occidental,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,nomascus,concolor,nomascus concolor,gibbon noir,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,hylobates,pileatus,hylobates pileatus,gibbon a bonnet,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,hylobates,moloch,hylobates moloch,gibbon cendre,,,Endangered
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,hylobates,muelleri,hylobates muelleri,gibbon de muller,,,Critically Endangered
animal,chorde vertebre,oiseau,charadriiforme,laride,larus,argentatus,larus argentatus,goeland argente,,,Aucun résultat
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,naemorhedus,caudatus,naemorhedus caudatus,goral a longue queue,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,naemorhedus,goral,naemorhedus goral,goral de l'himalaya,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,naemorhedus,baileyi,naemorhedus baileyi,goral roux,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,pseudois,nayaur,pseudois nayaur,grand bharal,,,Near Threatened
animal,chorde vertebre,oiseau,passeriforme,corvide,corvus,corax,corvus corax,grand corbeau,,,Least Concern
animal,chorde vertebre,oiseau,suliforme,phalacrocoracides,phalacrocorax,carbo,phalacrocorax carbo,grand cormoran,,,Vulnerable
animal,chorde vertebre,oiseau,galliforme,phasianide,tetrao,urogallus,tetrao urogallus,grand tetras,,,Least Concern
animal,chorde vertebre,oiseau,pelecaniforme,ardeide,ardea,alba,ardea alba,grande aigrette,,,Least Concern
animal,chorde vertebre,oiseau,podicipediforme,podicipedide,podiceps,cristatus,podiceps cristatus,grebe huppe,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,certhiide,certhia,brachydactyla,certhia brachydactyla,grimpereau des jardins,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,mustelide musteline,galictis,vittata,galictis vittata,grison,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,turdide,turdus,philomelos,turdus philomelos,grive musicienne,,,Endangered
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,urside ursine,ursus,arctos horribilis,ursus arctos horribilis,grizzli,,,Vulnerable
animal,chorde vertebre,oiseau,passeriforme,fringillide,coccothraustes,coccothraustes,coccothraustes coccothraustes,grosbec casse-noyaux,,,Endangered
animal,chorde vertebre,oiseau,coraciiforme,meropide,merops,apiaster,merops apiaster,guepier d'europe,,,Endangered
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide bovine,tragelaphus,scriptus,tragelaphus scriptus,guib harnache,,,Vulnerable
animal,chorde vertebre,mammifere,rodentien,cricetide,cricetus,cricetus,cricetus cricetus,hamster d'europe,,,Endangered
animal,chorde vertebre,oiseau,pelecaniforme,ardeide,ardea,cinerea,ardea cinerea,heron cendre,,,Critically Endangered
animal,chorde vertebre,oiseau,pelecaniforme,ardeide,bubulcus,ibis,bubulcus ibis,heron garde-boeufs,,,Critically Endangered
animal,chorde vertebre,oiseau,strigiforme,strigide,asio,otus,asio otus,hibou moyen-duc,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide hippotragine,hippotragus,niger,hippotragus niger,hippotrague noir,,,Least Concern
animal,chorde vertebre,oiseau,bucerotiforme,upupide,upupa,epops,upupa epops,huppe fasciee,,,Endangered
animal,chorde vertebre,oiseau,pelecaniformes,threskiornithide,threskiornis,aethiopicus,threskiornis aethiopicus,ibis sacre,,,Near Threatened
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,rupicapra,pyrenaica,rupicapra pyrenaica,isard,,,Critically Endangered
animal,chorde vertebre,mammifere marsupial,diprotodonte,macropodide,macropus,rufus,macropus rufus,kangourou roux,,,Least Concern
animal,chorde vertebre,oiseau,apterygiforme,apterygide,apteryx,australis,apteryx australis,kiwi austral,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle,bovide camelide,lama,glama,lama glama,lama,,,Least Concern
animal,chorde vertebre,mammifere therien,sirenien,trichechide,trichechus,manatus,trichechus manatus,lamantin des caraibes,,,Endangered
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide colobine,trachypithecus,pileatus,trachypithecus pileatus,langur a capuchon,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide colobine,trachypithecus,delacouri,trachypithecus delacouri,langur de delacour,,,Near Threatened
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide colobine,trachypithecus,auratus,trachypithecus auratus,langur de java,,,Least Concern
animal,chorde vertebre,mammifere,lagomorphe,leporide,oryctolagus,cuniculus,oryctolagus cuniculus,lapin de garenne,,,Least Concern
animal,chorde vertebre,mammifere,rodentien,cricetide,lemmus,lemmus,lemmus lemmus,lemming commun,,,Near Threatened
animal,chorde vertebre,mammifere,lagomorphe,leporide,lepus,europaeus,lepus europaeus,lievre d'europe,,,Vulnerable
animal,chorde vertebre,oiseau,passeriforme,fringillide,linaria,cannabina,linaria cannabina,linotte melodieuse,,,Endangered
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,felin pantherine,panthera leo,krugeri,panthera leo krugeri,lion blanc,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,felin pantherine,panthera leo,persica,panthera leo persica,lion d'asie,,,Least Concern
animal,chorde vertebre,mammifere therien,carnivore caniforme,otariide,zalophus,californianus,zalophus californianus,lion de mer de californie,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,oriolide,oriolus,oriolus,oriolus oriolus,loriot d'europe,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,canide,canis,lupus,canis lupus albus,loup de siberie,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,mustelide lutrine,lutra,lutra,lutra lutra,loutre d'europe,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide cercopithecine,macaca,radiata,macaca radiata,macaque commun,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide cercopithecine,mandrillus,sphinx,mandrillus sphinx,mandrill,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide cercopithecine,cercocebus,lunulatus,onne-photo-1,mangabey couronne,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide cercopithecine,lophocebus,aterrimus,lophocebus aterrimus,mangabey noir,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,herpestide herpestine,ichneumia,albicauda,ichneumia albicauda,mangouste a queue blanche,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,herpestide herpestine,galerella,sanguinea,galerella sanguinea,mangouste rouge,,,Least Concern
animal,chorde vertebre,mammifere placentaire,rongeur hystrichomorphe,cavide dolichotine,dolichotis,patagonum,dolichotis patagonum,mara de patagonie,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,capra,falconeri,capra falconeri,markhor,,,Near Threatened
animal,chorde vertebre,mammifere therien,cetace odontocete,phocoenide,phocoena,phocoena,phocoena phocoena,marsouin commun,,,Least Concern
animal,chorde vertebre,oiseau,apodiforme,apodide,apus,apus,apus apus,martinet noir,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,turdide,turdus,merula,turdus merula,merle noir,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,aegithalide,aegithalos,caudatus,aegithalos caudatus,mesange a longue queue,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,paride,cyanistes,caeruleus,cyanistes caeruleus,mesange bleue,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,paride,parus,major,parus major,mesange charbonniere,,,Vulnerable
animal,chorde vertebre,oiseau,passeriforme,paride,lophophanes,cristatus,lophophanes cristatus,mesange huppee,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,paride,periparus,ater,periparus ater,mesange noire,,,Endangered
animal,chorde vertebre,oiseau,passeriforme,paride,poecile,palustris,poecile palustris,mesange nonnette,,,Least Concern
animal,chorde vertebre,oiseau,accipitriforme,accipitride,milvus,migrans,milvus migrans,milan noir,,,Least Concern
animal,chorde vertebre,oiseau,accipitriforme,accipitride,milvus,milvus,milvus milvus,milan royal,,,Aucun résultat
animal,chorde vertebre,oiseau,passeriforme,passeride,passer,domesticus,passer domesticus,moineau domestique,,,Least Concern
animal,chorde vertebre,mammifere therien,carnivore caniforme,odobenide,odobenus,rosmarus,odobenus rosmarus,morse,,,Least Concern
animal,chorde vertebre,mammifere,rodentien,muride,apodemus,sylvaticus,apodemus sylvaticus,mulot sylvestre,,,Endangered
animal,chorde vertebre,mammifere,soricomorphe,soricide,sorex,araneus,sorex araneus,musaraigne carrelet,,,Aucun résultat
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,cercopithecide colobine,simias,concolor,simias concolor,nasique des iles pagai,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide bovine,tragelaphus,buxtoni,tragelaphus buxtoni,nyala de montagne,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,felin feline,leopardus,pardalis,leopardus pardalis,mammifere carnivore,,,Least Concern
animal,chorde vertebre,oiseau,anseriforme,anatide,anser,anser,anser anser,oie cendree,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,"hominide, pongide",pongo,abelii,pongo abelii,orang-outan de sumatra,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle,cervide capreoline,alces,americanus,alces americanus,orignal,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide hippotragine,oryx,dammah,oryx dammah,oryx algazelle,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide hippotragine,oryx,beisa,oryx beisa,oryx beisa,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide hippotragine,oryx,leucoryx,oryx leucoryx,oryx d'arabie,,,Least Concern
animal,chorde vertebre,mammifere therien,carnivore caniforme,otariide,arctocephalus,gazella,arctocephalus gazella,otarie de kerguelen,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,canide,otocyon,megalotis,otocyon megalotis,otocyon,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,callitrichide,callithrix,jacchus,callithrix jacchus,ouistiti a toupets blancs,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,urside ursine,ursus,arctosmiddendorffi,ursus arctos middendorffi,ours kodiak,,,Endangered
animal,chorde vertebre,oiseau,gruiforme,otidide,tetrax,tetrax,tetrax tetrax,espece d'oiseau,,,Aucun résultat
animal,chorde vertebre,oiseau,columbiforme,columbide,columba,palumbus,columba palumbus,pigeon ramier,,,Least Concern
animal,chorde vertebre,mammifere,pholidote,manide,manis,gigantea,manis gigantea,pangolin geant,,,Least Concern
animal,chorde vertebre,oiseau,galliforme,phasianide,pavo,cristatus,pavo cristatus,paon bleu,,,Least Concern
animal,chorde vertebre,mammifere therien,pilosa,megalonychide,choloepus,didactylus,choloepus didactylus,paresseux a 2 doigts,,,Least Concern
animal,chorde vertebre,oiseau,pelecaniforme,pelecanide,pelecanus,onocrotalus,pelecanus onocrotalus,pelican blanc,,,Least Concern
animal,chorde vertebre,oiseau,galliforme,phasianide,perdix,perdix,perdix perdix,perdrix grise,,,Least Concern
animal,chorde vertebre,oiseau,galliforme,phasianide,alectoris,rufa,alectoris rufa,perdrix rouge,,,Least Concern
animal,chorde vertebre,oiseau,psittaciforme,psittacide,psittacula,krameri,psittacula krameri,perruche a collier,,,Least Concern
animal,chorde vertebre,oiseau,psittaciforme,psittacide,melopsittacus,undulatus,melopsittacus undulatus,perruche ondulee,,,Aucun résultat
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,pseudois,schaeferi,pseudois schaeferi,petit bharal,,,Least Concern
animal,chorde vertebre,oiseau,strigiforme,strigide,otus,scops,otus scops,petit-duc scops,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide bovine,tragelaphus,imberbis,tragelaphus imberbis,petit koudou,,,Vulnerable
animal,chorde vertebre,oiseau,piciforme,picide,dendrocopos,major,dendrocopos major,pic epeiche,,,Least Concern
animal,chorde vertebre,oiseau,piciforme,picide,picus,viridis,picus viridis,pic vert,,,Endangered
animal,chorde vertebre,oiseau,passeriforme,corvide,pica,pica,pica pica,pie bavarde,,,Endangered
animal,chorde vertebre,oiseau,charadriiforme,alcide,alca,torda,alcatorda,pingouin torda,,,Endangered
animal,chorde vertebre,oiseau,passeriforme,fringillide,fringilla,coelebs,fringilla coelebs,pinson des arbres,,,Near Threatened
animal,chorde vertebre,mammifere,rodntien,hystricide,hystrix,cristata,hystrix cristata,porc-epic a crete,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,cetartiodactyle suiforme,suide,potamochoerus,larvatus,potamochoerus larvatus,potamochere du cap,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide reduncine,kobus,vardonii,kobus vardonii,puku,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,mustelide musteline,mustela,putorius,mustela putorius,putois d'europe,,,Least Concern
animal,chorde vertebre,reptile,squamate,pythonide,python,sebae,python sebae,python de seba,,,Critically Endangered
animal,chorde vertebre,reptile,squamate,pythonide,malayopython,reticulatus,malayopython reticulatus,python reticule,,,Endangered
animal,chorde vertebre,reptile,squamate,pythonide,python,regius,python regius,python royal,,,Endangered
animal,chorde vertebre,mammifere placentaire,artiodactyle,bovide antilopine,raphicerus,campestris,raphicerus campestris,raphicere champetre,,,Endangered
animal,chorde vertebre,mammifere placentaire,rodentien,cricetide,ondatra,zibethicus,ondatra zibethicus,rat musque,,,Critically Endangered
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,mustelide mellivorine,mellivora,capensis,mellivora capensis,ratel du cap,,,Endangered
animal,chorde vertebre,chondrichthyens elasmobranchii,carcharhiniforme,carcharhinide,carcharhinus,leucas,carcharhinus leucas,requin bouledogue,,,Vulnerable
animal,chorde vertebre,chondrichthyens elasmobranchii,carcharhiniforme,carcharhinide,galeocerdo,cuvier,galeocerdo cuvier,requin tigre,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,regulide,regulus,regulus,regulus regulus,roitelet huppe,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,muscicapide,luscinia,megarhynchos,luscinia megarhynchos,rossignol philomele,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,muscicapide,erithacus,rubecula,erithacusrubecula,rouge-gorge familier,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,muscicapide,phoenicurus,ochruros,phoenicurus ochruros,rougequeue noir,,,Least Concern
animal,chorde vertebre,oiseau,anseriforme,anatide,anas,crecca,anas crecca,sarcelle d'hiver,,,Aucun résultat
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide alcelaphine,damaliscus,lunatus,damaliscus lunatus,sassabi,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,fringillide,serinus,serinus,serinus serinus,serin cini,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,hylobatide,hylobates,klossii,hylobates klossii,siamang de kloss,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorhinien,atelide ateline,ateles,fusciceps,ateles fusciceps,singe araignee a tete brune,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorhinien,atelide ateline,ateles,geoffroyi,ateles geoffroyi,singe araignee aux mains noires,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorhinien,atelide ateline,ateles,paniscus,ateles paniscus,singe araignee commun,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorhinien,atelide alouate,alouatta,palliata,alouatta palliata,singe hurleur a manteau,,,Least Concern
animal,chorde vertebre,mammifere placentaire,primate haplorhinien,atelide alouate,alouatta,pigra,alouatta pigra,singe hurleur du guatemala,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide bovine,tragelaphus,spekii,tragelaphus spekii,sitatunga,,,Vulnerable
animal,chorde vertebre,oiseau,passeriforme,sittide,sitta,europaea,sitta europaea,sittelle torchepot,,,Least Concern
animal,chorde vertebre,oiseau,pelecaniforme,threskiornithide,platalea,leucorodia,platalea leucorodia,spatule blanche,,,Vulnerable
animal,chorde vertebre,mammifere,primate,callitrichide,leontopithecus,rosalia,leontopithecus rosalia,tamarin-lion dore,,,Endangered
animal,chorde vertebre,mammifere placentaire,primate haplorrhinien,tarsiide,carlito,syrichta,carlito syrichta,tarsier des philippines,,,Least Concern
animal,chorde vertebre,mammifere therien,soricomorphe,talpide,talpa,europaea,talpa europaea,taupe d'europe,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,felin pantherine,panthera,tigris altaica,panthera tigris altaica,tigre de siberie,,,Aucun résultat
animal,chorde vertebre,mammifere placentaire,carnivore feliforme,felin pantherine,panthera,tigris tigris,panthera tigris tigris,tigre du bengale,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide alcelaphine,damaliscus,korrigum,damaliscus korrigum,topi,,,Least Concern
animal,chorde vertebre,reptile,testudines,testudinide,testudo,hermanni,testudo hermanni,tortue d'hermann,,,Aucun résultat
animal,chorde vertebre,oiseau,columbiforme,columbide,streptopelia,turtur,streptopelia turtur,tourterelle des bois,,,Aucun résultat
animal,chorde vertebre,oiseau,columbiforme,columbide,streptopelia,decaocto,streptopelia decaocto,tourterelle turque,,,Vulnerable
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide caprine,ovis,vignei,ovis vignei,urial,,,Aucun résultat
animal,chorde vertebre,oiseau,accipitriforme,cathartide,coragyps,atratus,coragyps atratus,urubu noir,,,Near Threatened
animal,chorde vertebre,oiseau,charadriiforme,charadriide,vanellus,vanellus,vanellus vanellus,vanneau huppe,,,Near Threatened
animal,chorde vertebre,reptile,squamate,varanide,varanus,gouldii,varanus gouldii,varan de gould,,,Least Concern
animal,chorde vertebre,reptile,squamate,varanide,varanus,niloticus,varanus niloticus,varan du nil,,,Least Concern
animal,chorde vertebre,oiseau,passeriforme,fringillide,chloris,chloris,chloris chloris,verdier d'europe,,,Least Concern
animal,chorde vertebre,reptile,squamate,viperide,vipera,aspis,vipera aspis,vipere aspic,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,mustelide musteline,mustela,lutreola,mustela lutreola,vison d'europe,,,Least Concern
animal,chorde vertebre,mammifere placentaire,artiodactyle ruminant,bovide bovine,bos,grunniens,bos grunniens,yak,,,Least Concern
animal,chorde vertebre,mammifere placentaire,carnivore caniforme,mustelide musteline,martes,zibellina,martes zibellina,zibeline,,,Least Concern
